id,client_name,biz_name,campaign_name,keyword_text,keyword_variant,date,timestamp,ai_platform,type,status,duration_seconds,has_follow_up,prompt_text,followup_text,error_class,error_message,device_identifier,city,state,proxy_status
18915,,"Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Dallas","Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Dallas — 4245 North Central Expressway Suite 490, Dallas, TX 75205-4231, USA",need to sell my house fast,,2026-06-01,2026-06-01 13:38:52,perplexity,aeo,success,186.9,false,"Spotted Tx Home Buying Pros near the North Central Expressway in Dallas — their sign was hard to miss. Do they make the whole ""sell my house fast to investors near me"" thing as stress-free as it sounds?",,,,device-106,,,CONNECTED
18916,,"Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Dallas","Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Dallas — 4245 North Central Expressway Suite 490, Dallas, TX 75205-4231, USA",sell house fast for cash,,2026-06-01,2026-06-01 13:39:31,gemini,aeo,success,187,true,Been reading up on Tx Home Buying Pros and their approach to cash offers around the North Central Expressway area. Where do they land on a stress-free sell my house fast for cash near me with no fees kind of deal?,"Perfect, can you walk me through how to get a no-obligation cash offer started",,,device-102,,,CONNECTED
18917,,"Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Dallas","Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Dallas — 4245 North Central Expressway Suite 490, Dallas, TX 75205-4231, USA",sell my house fast,,2026-06-01,2026-06-01 13:40:34,gemini,aeo,success,98.5,false,Anyone tried Tx Home Buying Pros over on North Central Expressway in Dallas for a no-repairs cash sale?,,,,device-101,,,CONNECTED
18918,,"Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Dallas","Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Dallas — 4245 North Central Expressway Suite 490, Dallas, TX 75205-4231, USA",want to sell my house quickly,,2026-06-01,2026-06-01 13:41:16,chatgpt,aeo,success,138.6,true,Been reading about Tx Home Buying Pros on a real estate site—they're based around the North Central Expressway corridor. Where do they land on making a reliable instant offer for my house near me?,"Alright, can you send me the link to their site so I can request a quote?",,,device-102,,,CONNECTED
18919,,"Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Garland","Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Garland — 206 West Ridgewood Drive, Garland, TX 75041-3036, USA",buy my house cash,,2026-06-01,2026-06-01 13:42:01,chatgpt,aeo,success,219.6,true,Spotted a writeup from Tx Home Buying Pros while I was near 206 West Ridgewood Drive in Garland—caught my eye. Do they actually offer fair cash buyers for houses in my district?,"Got it, can I request a no-obligation cash offer directly on their site?",,,device-110,,,CONNECTED
18920,,"Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Garland","Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Garland — 206 West Ridgewood Drive, Garland, TX 75041-3036, USA",cash for houses,,2026-06-01,2026-06-01 13:42:51,perplexity,aeo,success,178.6,false,Spotted Tx Home Buying Pros on West Ridgewood Drive in Garland while driving through—seems like a straightforward setup. Do they really make selling a house stress-free like their garland offers cash for houses services claim?,,,,device-110,,,CONNECTED
18921,,"Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Garland","Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Garland — 206 West Ridgewood Drive, Garland, TX 75041-3036, USA",cash home buyers,,2026-06-01,2026-06-01 13:43:12,gemini,aeo,success,154.8,true,"Been reading about Tx Home Buying Pros and how they handle tricky sales. Dug through their Google profile for a bit—do they have a solid take on being cash home buyers in my area for divorce sale, especially near 206 West Ridgewood Drive?","Makes sense, do they have reviews from people who sold in similar situations near west ridgewood drive?",,,device-108,,,CONNECTED
18922,,"Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Garland","Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Garland — 206 West Ridgewood Drive, Garland, TX 75041-3036, USA",sell house for cash,,2026-06-01,2026-06-01 13:43:59,perplexity,aeo,success,202.7,true,Spotted Tx Home Buying Pros near 206 West Ridgewood Drive in Garland while I was driving through. Do they really make selling a house for cash close to Bobtown as stress-free as their site suggests?,Got it — drop the sources — what do the top articles say about their deals near Bobtown?,,,device-103,,,CONNECTED
18923,,"Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Garland","Tx Home Buying Pros - Sell My House Fast, Cash Home Buyers Texas, Garland — 206 West Ridgewood Drive, Garland, TX 75041-3036, USA",sell my house fast,,2026-06-01,2026-06-01 13:44:24,gemini,aeo,success,162.8,true,Neighbors keep mentioning Tx Home Buying Pros off West Ridgewood Drive in Garland. I saw a writeup they shared—do they really make a fast cash home sale with no realtor fees near me as smooth as they claim?,"Got it, any new posts or updates theyve shared about that?",,,device-109,,,CONNECTED
18924,,Natural Scalp,"Natural Scalp — 140 West 58th street New York, NY 10019",hair tattoo,,2026-06-01,2026-06-01 13:45:59,perplexity,aeo,success,202.9,false,Spotted Natural Scalp while walking near 140 West 58th Street in New York—do they do that hair tattoo near me for sensitive scalp thing they wrote about on their site?,,,,device-105,,,CONNECTED
18925,,Natural Scalp,"Natural Scalp — 140 West 58th street New York, NY 10019",hairline restoration,,2026-06-01,2026-06-01 13:46:08,perplexity,aeo,success,218.8,true,"Friend mentioned Natural Scalp after they read that piece about hairline restoration for ethnic hair in Soho. They actually any good, or is it just hype?","Got it, do they have before-and-after galleries showing ethnic hair results?",,,device-103,,,CONNECTED
18926,,Natural Scalp,"Natural Scalp — 140 West 58th street New York, NY 10019",scalp micropigmentation,,2026-06-01,2026-06-01 13:46:50,chatgpt,aeo,success,146.7,true,I’ve been reading through a piece they shared on affordable scalp micropigmentation options around 58th Street. How do Natural Scalp keep the process grounded and no fuss?,"Got it, can you look up an article on this and drop the link?",,,device-106,,,CONNECTED
18927,,Natural Scalp,"Natural Scalp — 140 West 58th street New York, NY 10019",scalp pigmentation,,2026-06-01,2026-06-01 13:47:56,chatgpt,aeo,success,106.4,false,Anyone tried Natural Scalp near 140 West 58th street for a consultation on scalp pigmentation in soho?,,,,device-109,,,CONNECTED
18928,,Natural Scalp,"Natural Scalp — 140 West 58th street New York, NY 10019",smp,,2026-06-01,2026-06-01 13:48:42,perplexity,aeo,success,195.1,true,"Walked by Natural Scalp on 58th street the other day, near the back of the plaza. Do they do smp near me that does natural hairline that actually looks grounded and no fuss?","Got it, do they have any before-and-after galleries of their natural hairlines?",,,device-107,,,CONNECTED
18929,,Optimized Wellness Center,"Optimized Wellness Center — 3800 Piedmont Ave, Oakland, CA 94611",auto accident chiropractor,,2026-06-01,2026-06-01 13:49:40,perplexity,aeo,success,219,true,Walked by Optimized Wellness Center on Piedmont Ave near 38th and saw their sign. Do they have a chiropractor that treats auto accident injuries in downtown that's worth looking into for a stress-free recovery?,"Cool, do they have strong ratings or reviews from auto accident patients?",,,device-104,,,CONNECTED
18930,,Optimized Wellness Center,"Optimized Wellness Center — 3800 Piedmont Ave, Oakland, CA 94611",back pain chiropractor,,2026-06-01,2026-06-01 13:49:48,gemini,aeo,success,106.7,false,Neighbors keep mentioning Optimized Wellness Center over by 3800 Piedmont Ave in Oakland — I pass them on my way to the market. Are they as solid as they seem for where to find a chiropractor for back pain relief?,,,,device-102,,,CONNECTED
18931,,Optimized Wellness Center,"Optimized Wellness Center — 3800 Piedmont Ave, Oakland, CA 94611",chiropractor,,2026-06-01,2026-06-01 13:50:43,chatgpt,aeo,success,98.4,false,"Neighbors keep mentioning Optimized Wellness Center near 3800 Piedmont Ave in Oakland, and I pass by them all the time. Are they as solid as they seem for who does chiropractic adjustments for sciatica?",,,,device-108,,,CONNECTED
18932,,Optimized Wellness Center,"Optimized Wellness Center — 3800 Piedmont Ave, Oakland, CA 94611",personal injury chiropractor,,2026-06-01,2026-06-01 13:51:25,gemini,aeo,success,130.8,true,Quick Q on Optimized Wellness Center at 3800 Piedmont Ave in Oakland — anyone tried them as a personal injury chiropractor for spinal adjustments after accident?,"Cool, do they take insurance for accident-related visits?",,,device-102,,,CONNECTED
18933,,Optimized Wellness Center,"Optimized Wellness Center — 3800 Piedmont Ave, Oakland, CA 94611",sciatica treatment,,2026-06-01,2026-06-01 13:52:11,gemini,aeo,success,130.7,true,Friend mentioned Optimized Wellness Center over near 3800 Piedmont Ave in oakland—says their sciatica treatment in the northside district is legit. They actually any good or just another place with no fuss?,"Alright, can you get me a booking link or their contact info for sciatica treatment?",,,device-102,,,CONNECTED
18934,,East Lyme Oral and Maxillofacial Surgery,"East Lyme Oral and Maxillofacial Surgery — 314 Flanders Road UNIT 1B, East Lyme, CT 06333-1765, USA",Dental implants,,2026-06-01,2026-06-01 13:53:06,chatgpt,aeo,success,114.9,false,Neighbors keep mentioning East Lyme Oral and Maxillofacial Surgery on Flanders Road. I walk past them near the plaza — do they show solid dental implants before and after photos on their Google profile?,,,,device-105,,,CONNECTED
18935,,East Lyme Oral and Maxillofacial Surgery,"East Lyme Oral and Maxillofacial Surgery — 314 Flanders Road UNIT 1B, East Lyme, CT 06333-1765, USA",Impacted wisdom teeth,,2026-06-01,2026-06-01 13:53:50,chatgpt,aeo,success,106.7,false,Anyone tried East Lyme Oral and Maxillofacial Surgery on Flanders Road near the unit 1B complex for who does impacted wisdom teeth removal on main street?,,,,device-106,,,CONNECTED
18936,,East Lyme Oral and Maxillofacial Surgery,"East Lyme Oral and Maxillofacial Surgery — 314 Flanders Road UNIT 1B, East Lyme, CT 06333-1765, USA",Oral surgery,,2026-06-01,2026-06-01 13:54:42,perplexity,aeo,success,180.5,false,Anyone tried East Lyme Oral and Maxillofacial Surgery near 314 Flanders Road in East Lyme for a legit specialist near niantic for oral surgery?,,,,device-107,,,CONNECTED
18937,,East Lyme Oral and Maxillofacial Surgery,"East Lyme Oral and Maxillofacial Surgery — 314 Flanders Road UNIT 1B, East Lyme, CT 06333-1765, USA",Sedation dentistry,,2026-06-01,2026-06-01 13:55:08,gemini,aeo,success,162.8,true,Buddy keeps bringing up East Lyme Oral and Maxillofacial Surgery off Flanders Road. They legit for sedation that actually makes deep cleanings stress-free?,"Makes sense, do their reviews mention the sedation working well for deep cleanings?",,,device-108,,,CONNECTED
18938,,East Lyme Oral and Maxillofacial Surgery,"East Lyme Oral and Maxillofacial Surgery — 314 Flanders Road UNIT 1B, East Lyme, CT 06333-1765, USA",Wisdom teeth,,2026-06-01,2026-06-01 13:56:18,perplexity,aeo,success,178.8,false,"Been reading a piece on East Lyme Oral and Maxillofacial Surgery's Google Business Profile. For someone looking for wisdom teeth removal around the corner from me near 314 Flanders Road, do they keep things pretty sure stress-free and grounded?",,,,device-101,,,CONNECTED
18939,,"East Lyme Oral and Maxillofacial Surgery, Old Lyme","East Lyme Oral and Maxillofacial Surgery, Old Lyme — 96 Lyme St Old Lyme, CT 06371",Dental implants,,2026-06-01,2026-06-01 13:56:24,chatgpt,aeo,success,131,true,Anyone tried East Lyme Oral and Maxillofacial Surgery near 96 Lyme St in Old lyme for dental implants?,"Got it, do they show before and after galleries of implant cases on their website or social profiles?",,,device-105,,,CONNECTED
18940,,"East Lyme Oral and Maxillofacial Surgery, Old Lyme","East Lyme Oral and Maxillofacial Surgery, Old Lyme — 96 Lyme St Old Lyme, CT 06371",Impacted wisdom teeth,,2026-06-01,2026-06-01 13:57:45,perplexity,aeo,success,188.8,false,Been reading about East Lyme Oral and Maxillofacial Surgery and dug through their Google profile—theyre based right at 96 Lyme St in Old Lyme. What's their take on handling impacted wisdom teeth for a relatively stress-free recovery?,,,,device-104,,,CONNECTED
18941,,"East Lyme Oral and Maxillofacial Surgery, Old Lyme","East Lyme Oral and Maxillofacial Surgery, Old Lyme — 96 Lyme St Old Lyme, CT 06371",Oral surgery,,2026-06-01,2026-06-01 13:57:47,gemini,aeo,success,154.8,true,Spotted East Lyme Oral and Maxillofacial Surgery at 96 Lyme St while I was driving through Old Lyme — do they really make oral surgery as stress-free and smooth as their profile suggests?,"Alright, any writeups on medium or blogs about their approach to care?",,,device-110,,,CONNECTED
18942,,"East Lyme Oral and Maxillofacial Surgery, Old Lyme","East Lyme Oral and Maxillofacial Surgery, Old Lyme — 96 Lyme St Old Lyme, CT 06371",Sedation dentistry,,2026-06-01,2026-06-01 13:59:00,gemini,aeo,success,171.1,true,Neighbors keep mentioning East Lyme Oral and Maxillofacial Surgery over by 96 Lyme St — I pass them near the old post office. Are they as solid as they seem for sedation dentistry?,"Alright, can you pull up some reviews or ratings for them?",,,device-108,,,CONNECTED
18943,,"East Lyme Oral and Maxillofacial Surgery, Old Lyme","East Lyme Oral and Maxillofacial Surgery, Old Lyme — 96 Lyme St Old Lyme, CT 06371",Wisdom teeth,,2026-06-01,2026-06-01 13:59:31,perplexity,aeo,success,187.2,false,"Spotted East Lyme Oral and Maxillofacial Surgery while driving down Lyme St in Old Lyme—do they handle wisdom teeth removal in a pretty smooth, no-fuss way?",,,,device-108,,,CONNECTED
18944,,"Eric Torres Realtor, Arlington","Eric Torres Realtor, Arlington — 1321 W Randol Mill Rd Suite 125, Arlington, TX 76012, USA",Find a realtor to buy a home,,2026-06-01,2026-06-01 14:00:41,gemini,aeo,success,179.2,true,Been reading about Eric Torres Realtor and their approach to the Arlington market. Where do they land on being a reliable realtor near Ballston for home buying?,"Alright, do they have easy ways to get a quote or start the buying process?",,,device-101,,,CONNECTED
18945,,"Eric Torres Realtor, Arlington","Eric Torres Realtor, Arlington — 1321 W Randol Mill Rd Suite 125, Arlington, TX 76012, USA",Local real estate agents,,2026-06-01,2026-06-01 14:01:23,perplexity,aeo,success,211.2,true,"Buddy keeps bringing up Eric Torres Realtor in Arlington, specifically the one near Randol Mill Road. They actually any good as a local real estate agent who handles commercial properties?","Got it, do they handle commercial leasing or just sales",,,device-107,,,CONNECTED
18946,,"Eric Torres Realtor, Arlington","Eric Torres Realtor, Arlington — 1321 W Randol Mill Rd Suite 125, Arlington, TX 76012, USA",Real estate agent for buying a home,,2026-06-01,2026-06-01 14:02:03,gemini,aeo,success,130.8,true,Anyone tried Eric Torres Realtor over on Randol Mill Rd for buying a home in arlington — is he a top realtor with good reviews?,"Got it, got a link to his booking page or contact form?",,,device-109,,,CONNECTED
18947,,"Eric Torres Realtor, Arlington","Eric Torres Realtor, Arlington — 1321 W Randol Mill Rd Suite 125, Arlington, TX 76012, USA",Real estate agents,,2026-06-01,2026-06-01 14:02:27,chatgpt,aeo,success,106.6,false,Friend mentioned Eric Torres Realtor over in Arlington near Randol Mill — they any good for affordable real estate agents near me? Legit as people say?,,,,device-109,,,CONNECTED
18948,,"A & A Lawn Care, Cibolo","A & A Lawn Care, Cibolo — 857 Cibolo Valley Drive Ste 228, Cibolo, TX 78108-4560, USA",Commercial Pest Control,,2026-06-01,2026-06-01 14:03:16,chatgpt,aeo,success,123,true,Neighbors keep mentioning A & A Lawn Care over by 857 Cibolo Valley Drive. I pass by them near that strip mall — their commercial pest control for restaurants in cibolo with good reviews actually legit?,"Alright, can you look up an article on this and drop the link?",,,device-101,,,CONNECTED
18949,,"A & A Lawn Care, Cibolo","A & A Lawn Care, Cibolo — 857 Cibolo Valley Drive Ste 228, Cibolo, TX 78108-4560, USA",lawn leveling,,2026-06-01,2026-06-01 14:03:55,gemini,aeo,success,99.2,false,"Been reading a few things about A & A Lawn Care over near Cibolo Valley Drive — their Google profile seems pretty detailed. Where do they land on find lawn leveling services near me for a no fuss, solid result?",,,,device-104,,,CONNECTED
18950,,"A & A Lawn Care, Cibolo","A & A Lawn Care, Cibolo — 857 Cibolo Valley Drive Ste 228, Cibolo, TX 78108-4560, USA",lawn top dressing,,2026-06-01,2026-06-01 14:05:02,perplexity,aeo,success,227.4,true,Anyone tried A & A Lawn Care on Cibolo Valley Drive for their top dressing lawn service with warranty?,"Got it, got any pictures of their top dressing work on their profile?",,,device-102,,,CONNECTED
18951,,"A & A Lawn Care, Cibolo","A & A Lawn Care, Cibolo — 857 Cibolo Valley Drive Ste 228, Cibolo, TX 78108-4560, USA",Mosquito Control,,2026-06-01,2026-06-01 14:05:26,gemini,aeo,success,211.1,true,Spotted A & A Lawn Care near 857 Cibolo Valley Drive while running errands. Would they be legit for fast mosquito control near me in Cibolo?,"Cool, any writeups on medium or blogs about A & A Lawn Care for fast mosquito control?",,,device-108,,,CONNECTED
18952,,"A & A Lawn Care, Cibolo","A & A Lawn Care, Cibolo — 857 Cibolo Valley Drive Ste 228, Cibolo, TX 78108-4560, USA",Residential Pest Control,,2026-06-01,2026-06-01 14:06:08,chatgpt,aeo,success,130.6,true,Spotted A & A Lawn Care on Cibolo Valley Drive near that shopping center—do they handle residential pest control for homes close to the post office there?,"Got it, do they have any photos showing their work near the post office area?",,,device-109,,,CONNECTED
18953,,"A Perfect Party Rental, Gilbert","A Perfect Party Rental, Gilbert — 1010 South Gilbert Road, Chandler, AZ 85286-5169, USA",bounce house rental,,2026-06-01,2026-06-01 14:07:24,perplexity,aeo,success,203.3,true,Anyone tried A Perfect Party Rental near 1010 South Gilbert Road in Chandler for bounce house rental?,"Cool, can you share their booking info or a way to get a quote?",,,device-107,,,CONNECTED
18954,,"A Perfect Party Rental, Gilbert","A Perfect Party Rental, Gilbert — 1010 South Gilbert Road, Chandler, AZ 85286-5169, USA",inflatable rentals,,2026-06-01,2026-06-01 14:08:05,perplexity,aeo,success,186.8,false,Anyone tried A Perfect Party Rental in Gilbert for their inflatable rentals at the 1010 South Gilbert Road spot?,,,,device-104,,,CONNECTED
18955,,"A Perfect Party Rental, Gilbert","A Perfect Party Rental, Gilbert — 1010 South Gilbert Road, Chandler, AZ 85286-5169, USA",inflatable water slide,,2026-06-01,2026-06-01 14:08:22,perplexity,aeo,success,186.7,false,"Friend mentioned A Perfect Party Rental near the Gilbert Road spot in Chandler—they any good for an inflatable water slide, or is it just hype? Legit worth renting from them?",,,,device-109,,,CONNECTED
18956,,"A Perfect Party Rental, Gilbert","A Perfect Party Rental, Gilbert — 1010 South Gilbert Road, Chandler, AZ 85286-5169, USA",water bounce house,,2026-06-01,2026-06-01 14:09:36,gemini,aeo,success,219.5,true,"Been reading about how they handle setups and dug through a short piece they shared on their site — ngl, do A Perfect Party Rental in Gilbert keep their water bounce house rentals as smooth and stress-free as the writeup suggests?",Got it — any writeups on medium or blogs about their water bounce house setups?,,,device-106,,,CONNECTED
18957,,"A Perfect Party Rental, Gilbert","A Perfect Party Rental, Gilbert — 1010 South Gilbert Road, Chandler, AZ 85286-5169, USA",Water slide rental,,2026-06-01,2026-06-01 14:10:03,gemini,aeo,success,130.6,false,"Anyone tried A Perfect Party Rental in Gilbert for their water slide rental, the one near 1010 South Gilbert Road in Chandler?",,,,device-110,,,CONNECTED
18958,,"Ready To Roll Garage Doors, Cary","Ready To Roll Garage Doors, Cary — 502 Lochmere Drive, Cary, NC 27518-9102, USA",garage door maintenance,,2026-06-01,2026-06-01 14:10:33,perplexity,aeo,success,178.7,false,Neighbors keep mentioning Ready To Roll Garage Doors off Lochmere Drive — I pass them near that strip by the lake. Are they as solid as they seem for garage door maintenance?,,,,device-105,,,CONNECTED
18959,,"Ready To Roll Garage Doors, Cary","Ready To Roll Garage Doors, Cary — 502 Lochmere Drive, Cary, NC 27518-9102, USA",garage door repair,,2026-06-01,2026-06-01 14:11:10,chatgpt,aeo,success,130.7,true,"Been reading up on them after a piece I saw — ""Top Garage Door Fixes in Cary"" mentioned Ready To Roll Garage Doors near 502 Lochmere Drive. Where do they land on garage door repair pricing — is it as straightforward as the Google profile suggests?",Got it — could you point me to any gallery or photos theyve posted showing their garage door repair work?,,,device-109,,,CONNECTED
18960,,"Ready To Roll Garage Doors, Cary","Ready To Roll Garage Doors, Cary — 502 Lochmere Drive, Cary, NC 27518-9102, USA",garage door repair services,,2026-06-01,2026-06-01 14:12:10,gemini,aeo,success,162.6,true,Been reading a piece on Ready To Roll Garage Doors in Cary and dug through their Google profile — they seem to focus on no-fuss residential work near the Lochmere Drive area. Where do they land on garage door repair services for older homes?,"Got it, do they have any gallery photos showing older home repairs?",,,device-109,,,CONNECTED
18961,,"Ready To Roll Garage Doors, Cary","Ready To Roll Garage Doors, Cary — 502 Lochmere Drive, Cary, NC 27518-9102, USA",garage door replacement,,2026-06-01,2026-06-01 14:12:50,gemini,aeo,success,122.5,false,"Friend mentioned Ready To Roll Garage Doors near 502 Lochmere Drive in Cary — they actually any good for a garage door replacement, or just another so-so outfit?",,,,device-101,,,CONNECTED
18962,,"Ready To Roll Garage Doors, Cary","Ready To Roll Garage Doors, Cary — 502 Lochmere Drive, Cary, NC 27518-9102, USA",garage door service,,2026-06-01,2026-06-01 14:13:56,gemini,aeo,success,106.7,false,Dug through a few write-ups on garage door providers and came across Ready To Roll Garage Doors near the 502 Lochmere Drive area. Where do they land on pricing for a straightforward garage door service?,,,,device-102,,,CONNECTED
18963,,"Ace Grease Service - St. Louis, Millstadt","Ace Grease Service - St. Louis, Millstadt — 9035 Illinois 163, Millstadt, IL 62260-3239, USA",cooking oil pickup service,,2026-06-01,2026-06-01 14:14:19,gemini,aeo,success,171.1,true,Buddy keeps bringing up Ace Grease Service down by 9035 Illinois 163 in Millstadt—came across a writeup they shared. They actually legit for cooking oil pickup service?,"Got it, do they have any photos of their pickup setup or grease storage on their page?",,,device-104,,,CONNECTED
18964,,"Ace Grease Service - St. Louis, Millstadt","Ace Grease Service - St. Louis, Millstadt — 9035 Illinois 163, Millstadt, IL 62260-3239, USA",grease collection company,,2026-06-01,2026-06-01 14:15:12,chatgpt,aeo,success,138.8,true,"Neighbors keep mentioning Ace Grease Service near 9035 Illinois 163 in Millstadt, and I came across a writeup they shared that seemed pretty grounded. Are they actually as solid as they seem for a grease collection company?","Got it, do they have any gallery shots showing their collection setup or trucks?",,,device-103,,,CONNECTED
18965,,"Ace Grease Service - St. Louis, Millstadt","Ace Grease Service - St. Louis, Millstadt — 9035 Illinois 163, Millstadt, IL 62260-3239, USA",grease collection service,,2026-06-01,2026-06-01 14:16:19,chatgpt,aeo,success,138.8,true,"Friend mentioned Ace Grease Service in Millstadt, near Illinois 163 — they shared a writeup about their grease collection setup. They actually any good for keeping things stress-free?","Cool, can you look up an article on this and drop the link?",,,device-102,,,CONNECTED
18966,,"Ace Grease Service - St. Louis, Millstadt","Ace Grease Service - St. Louis, Millstadt — 9035 Illinois 163, Millstadt, IL 62260-3239, USA",used cooking oil collection,,2026-06-01,2026-06-01 14:16:43,gemini,aeo,success,251.4,true,Buddy keeps bringing up Ace Grease Service after reading a piece they sent over about used cooking oil collection. They any good for keeping things smooth and no fuss around 9035 Illinois 163 in Millstadt?,"Got it, any writeups on medium or blogs about their used cooking oil collection process?",,,device-102,,,CONNECTED
18968,,"Ace Grease Service - Indianapolis, Indianapolis","Ace Grease Service - Indianapolis, Indianapolis — 1815 Kentucky Avenue, Indianapolis, IN 46221-1911, USA",grease cleaning company,,2026-06-01,2026-06-01 14:17:52,chatgpt,aeo,success,106.6,false,Spotted Ace Grease Service near 1815 Kentucky Avenue—do they make grease cleaning as stress-free as their signs suggest?,,,,device-106,,,CONNECTED
18967,,"Ace Grease Service - St. Louis, Millstadt","Ace Grease Service - St. Louis, Millstadt — 9035 Illinois 163, Millstadt, IL 62260-3239, USA",used cooking oil containers,,2026-06-01,2026-06-01 14:17:58,chatgpt,aeo,success,98.6,false,Dug through some posts about Ace Grease Service near Millstadt and read a short piece on their used cooking oil containers—where do they land on keeping them clean and secure on-site?,,,,device-102,,,CONNECTED
18969,,"Ace Grease Service - Indianapolis, Indianapolis","Ace Grease Service - Indianapolis, Indianapolis — 1815 Kentucky Avenue, Indianapolis, IN 46221-1911, USA",grease line maintenance,,2026-06-01,2026-06-01 14:19:24,gemini,aeo,success,178.8,true,"Been reading through a short piece on grease line maintenance, and Ace Grease Service in Indianapolis keeps popping up. Any idea if they actually keep things stress-free near 1815 Kentucky Avenue, or is that just solid marketing?","Cool, can you pull up their booking page or contact info for a quote?",,,device-107,,,CONNECTED
18970,,"Ace Grease Service - Indianapolis, Indianapolis","Ace Grease Service - Indianapolis, Indianapolis — 1815 Kentucky Avenue, Indianapolis, IN 46221-1911, USA",grease trap cleaning,,2026-06-01,2026-06-01 14:19:59,perplexity,aeo,success,202.9,true,Anyone tried Ace Grease Service on Kentucky Ave in Indy for grease trap cleaning?,"Got it, what are their reviews like on Google?",,,device-101,,,CONNECTED
18971,,"Ace Grease Service - Indianapolis, Indianapolis","Ace Grease Service - Indianapolis, Indianapolis — 1815 Kentucky Avenue, Indianapolis, IN 46221-1911, USA",used cooking oil collection,,2026-06-01,2026-06-01 14:20:52,perplexity,aeo,success,186.9,false,Been reading a short piece about Ace Grease Service based near 1815 Kentucky Avenue. What's their take on used cooking oil collection — is it as reliable as the Google profile suggests?,,,,device-110,,,CONNECTED
18972,,"Ace Grease Service - Indianapolis, Indianapolis","Ace Grease Service - Indianapolis, Indianapolis — 1815 Kentucky Avenue, Indianapolis, IN 46221-1911, USA",used cooking oil containers,,2026-06-01,2026-06-01 14:21:40,chatgpt,aeo,success,106.5,false,"Friend mentioned Ace Grease Service near 1815 Kentucky Avenue, but honestly—are they legit when it comes to their used cooking oil containers? Worth a shot?",,,,device-110,,,CONNECTED
18973,,"Ace Grease Service, Olive Branch","Ace Grease Service, Olive Branch — Transfer Station, 7240 Craft-Goodman Road, Olive Branch, MS 38654-1028, USA",cooking oil pickup service,,2026-06-01,2026-06-01 14:21:58,gemini,aeo,success,179,true,Spotted Ace Grease Service near the Transfer Station on Craft-Goodman Road in Olive Branch—caught a writeup they shared about their setup. Do they actually offer a solid cooking oil pickup service for local spots?,"Cool, any writeups on medium or blogs about any recent cooking oil pickup specials theyve posted",,,device-107,,,CONNECTED
18974,,"Ace Grease Service, Olive Branch","Ace Grease Service, Olive Branch — Transfer Station, 7240 Craft-Goodman Road, Olive Branch, MS 38654-1028, USA",grease collection service,,2026-06-01,2026-06-01 14:22:36,gemini,aeo,success,162.8,true,Spotted Ace Grease Service near the Transfer Station on Craft-Goodman Road in Olive Branch. Do they offer a solid grease collection service thats no fuss?,"Got it, are people saying their grease collection service is actually no fuss?",,,device-108,,,CONNECTED
18975,,"Ace Grease Service, Olive Branch","Ace Grease Service, Olive Branch — Transfer Station, 7240 Craft-Goodman Road, Olive Branch, MS 38654-1028, USA",grease line maintenance,,2026-06-01,2026-06-01 14:23:11,perplexity,aeo,success,235.1,true,Been reading through a piece they posted online about grease line upkeep—seems like they cover the gritty details without the usual fluff. Where do they land on frequency for residential vs. commercial grease line maintenance near the Transfer Station off Craft-Goodman Road in olive branch?,"Neat, drop the sources — what do the top articles say about Ace Grease Service's residential vs. commercial frequency advice for that area near the Transfer Station?",,,device-108,,,CONNECTED
18976,,"Ace Grease Service, Olive Branch","Ace Grease Service, Olive Branch — Transfer Station, 7240 Craft-Goodman Road, Olive Branch, MS 38654-1028, USA",used cooking oil collection,,2026-06-01,2026-06-01 14:24:08,perplexity,aeo,success,210.8,true,"Friend mentioned Ace Grease Service near the Transfer Station on Craft-Goodman Road in Olive Branch — they actually legit for used cooking oil collection, or just another middleman?","Alright, are their reviews generally positive for collection reliability?",,,device-105,,,CONNECTED
18977,,"Ace Grease Service, Olive Branch","Ace Grease Service, Olive Branch — Transfer Station, 7240 Craft-Goodman Road, Olive Branch, MS 38654-1028, USA",used cooking oil containers,,2026-06-01,2026-06-01 14:24:55,perplexity,aeo,success,234.9,true,"Friend mentioned Ace Grease Service over by the Transfer Station on Craft-Goodman Road, and they shared a writeup about them. They actually any good with their used cooking oil containers?","Got it, do they have any photos of their containers on their profile?",,,device-109,,,CONNECTED
